Country,JobTitle,Category,CostofLivingIndex,RentIndex,CostofLivingPlusRentIndex,GroceriesIndex,RestaurantPriceIndex,LocalPurchasingPowerIndex,SalaryUSD,SalaryRoundedUSD,SalaryRangeinK
Canada,Operations Executive,Executive and Management,68.4,36,53.1,70.7,64,83.3,147076.59,147077,80-90
Canada,Operations Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,152232,152232,80-90
Canada,Operations Supervisor,Executive and Management,68.4,36,53.1,70.7,64,83.3,122183.3,122183,80-90
Canada,Planning Director,Executive and Management,68.4,36,53.1,70.7,64,83.3,136029.27,136029,80-90
Canada,PMO Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,124245.47,124245,80-90
Canada,Policy Administration Executive,Executive and Management,68.4,36,53.1,70.7,64,83.3,111798.83,111799,80-90
Canada,Private Sector Executive,Executive and Management,68.4,36,53.1,70.7,64,83.3,113198.15,113198,80-90
Canada,Product Development Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,135219.13,135219,80-90
Canada,Product Executive,Executive and Management,68.4,36,53.1,70.7,64,83.3,120636.68,120637,80-90
Canada,Production Executive,Executive and Management,68.4,36,53.1,70.7,64,83.3,134335.35,134335,80-90
Canada,Production Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,135219.13,135219,80-90
Canada,Production Supervisor,Executive and Management,68.4,36,53.1,70.7,64,83.3,115039.37,115039,80-90
Canada,Program Director,Executive and Management,68.4,36,53.1,70.7,64,83.3,135440.08,135440,80-90
Canada,Program Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,138091.44,138091,80-90
Canada,Programme Coordinator,Executive and Management,68.4,36,53.1,70.7,64,83.3,96111.64,96112,80-90
Canada,Project Control Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,132936.02,132936,80-90
Canada,Project Coordinator,Executive and Management,68.4,36,53.1,70.7,64,83.3,79319.72,79320,70-80
Canada,Project Management Officer,Executive and Management,68.4,36,53.1,70.7,64,83.3,91692.71,91693,80-90
Canada,Project Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,103844.76,103845,80-90
Canada,Project Portfolio Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,108042.74,108043,80-90
Canada,Quality Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,103255.57,103256,80-90
Canada,R/D Director,Executive and Management,68.4,36,53.1,70.7,64,83.3,118279.92,118280,80-90
Canada,Regional Director,Executive and Management,68.4,36,53.1,70.7,64,83.3,184563.81,184564,80-90
Canada,Regional Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,140227.25,140227,80-90
Canada,Relationship Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,124981.96,124982,80-90
Canada,Retail District Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,96037.99,96038,80-90
Canada,Revenue Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,100972.46,100972,80-90
Canada,Risk and Capital Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,155546.19,155546,80-90
Canada,Risk Officer,Executive and Management,68.4,36,53.1,70.7,64,83.3,98763,98763,80-90
Canada,Safety Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,102150.84,102151,80-90
Canada,Section Head,Executive and Management,68.4,36,53.1,70.7,64,83.3,103844.76,103845,80-90
Canada,Service Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,102445.43,102445,80-90
Canada,Shift Supervisor,Executive and Management,68.4,36,53.1,70.7,64,83.3,84622.43,84622,80-90
Canada,Solutions Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,97216.37,97216,80-90
Canada,Supervisor,Executive and Management,68.4,36,53.1,70.7,64,83.3,79687.96,79688,70-80
Canada,Supply Chain Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,135440.08,135440,80-90
Canada,Surveyor,Executive and Management,68.4,36,53.1,70.7,64,83.3,96037.99,96038,80-90
Canada,Technical Director,Executive and Management,68.4,36,53.1,70.7,64,83.3,132936.02,132936,80-90
Canada,Technical Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,130505.61,130506,80-90
Canada,Territory Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,130505.61,130506,80-90
Canada,Validation Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,116070.46,116070,80-90
Canada,Vice President,Executive and Management,68.4,36,53.1,70.7,64,83.3,164752.29,164752,80-90
Canada,Zone Manager,Executive and Management,68.4,36,53.1,70.7,64,83.3,134335.35,134335,80-90
Canada,Assistant Contract Manager,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,96111.64,96112,80-90
Canada,Building and Grounds Supervisor,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,61202.12,61202,60-70
Canada,Building Control Officer,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,54573.74,54574,50-60
Canada,Building Engineer,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,80277.16,80277,80-90
Canada,Building Services Engineer,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,80792.7,80793,80-90
Canada,Building Surveyor,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,52143.33,52143,50-60
Canada,Chief Building Official,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,120415.73,120416,80-90
Canada,Clinical Facilities Planning Manager,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,128958.99,128959,80-90
Canada,Contracts Administrator,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,64369.02,64369,60-70
Canada,Contracts Manager,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,103255.57,103256,80-90
Canada,Facilities Coordinator,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,57961.58,57962,50-60
Canada,Facilities Director,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,129842.77,129843,80-90
Canada,Facilities Engineer,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,80277.16,80277,80-90
Canada,Facilities Maintenance Manager,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,117027.89,117028,80-90
Canada,Facilities Maintenance Supervisor,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,80277.16,80277,80-90
Canada,Facilities Manager,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,110546.8,110547,80-90
Canada,Field Service Manager,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,108190.04,108190,80-90
Canada,Plant Engineer,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,72985.93,72986,70-80
Canada,Service Engineer,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,68935.25,68935,60-70
Canada,Service Operations Manager,Facilities / Maintenance / Repair,68.4,36,53.1,70.7,64,83.3,120415.73,120416,80-90
Canada,Assistance Maintenance Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,94049.47,94049,80-90
Canada,Assistant Shipping Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,83002.16,83002,80-90
Canada,Chemical Equipment Controller,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,59581.85,59582,50-60
Canada,CNC Machinist,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,58182.53,58183,50-60
Canada,CNC Operator,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,51554.14,51554,50-60
Canada,CNC Programmer,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,62527.8,62528,60-70
Canada,Contracts Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,103844.76,103845,80-90
Canada,Director of Manufacturing,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,143762.39,143762,80-90
Canada,Export Sales Coordinator,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,76300.12,76300,70-80
Canada,HSE Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,108190.04,108190,80-90
Canada,Industrial Engineer,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,84401.49,84401,80-90
Canada,Industrial Production Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,138091.44,138091,80-90
Canada,Industrial Safety and Health Engineer,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,79025.13,79025,70-80
Canada,Key Account Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,123067.09,123067,80-90
Canada,Logistic Coordinator,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,64810.91,64811,60-70
Canada,Maintenance Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,94417.72,94418,80-90
Canada,Manufacturing Engineer,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,75637.28,75637,70-80
Canada,Manufacturing Engineering Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,124245.47,124245,80-90
Canada,Manufacturing Engineering Technologist,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,87568.38,87568,80-90
Canada,Manufacturing Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,138091.44,138091,80-90
Canada,Manufacturing Supervisor,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,64369.02,64369,60-70
Canada,Materials Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,108190.04,108190,80-90
Canada,Materials Supervisor,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,74017.01,74017,70-80
Canada,Mechanical Fitter Engineer,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,85727.16,85727,80-90
Canada,Metrology Engineer,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,79025.13,79025,70-80
Canada,Operations Engineer,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,77478.5,77478,70-80
Canada,Operations Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,120857.63,120858,80-90
Canada,Order Management Coordinator,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,62012.26,62012,60-70
Canada,Order Processing Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,103255.57,103256,80-90
Canada,Packaging Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,79687.96,79688,70-80
Canada,Packing Deputy Supervisor,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,65326.46,65326,60-70
Canada,Planning Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,109221.12,109221,80-90
Canada,Plant Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,136029.27,136029,80-90
Canada,Product Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,129842.77,129843,80-90
Canada,Production Analyst,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,111798.83,111799,80-90
Canada,Production Director,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,147076.59,147077,80-90
Canada,Production Engineer,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,80277.16,80277,80-90
Canada,Production Engineering Supervisor,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,120636.68,120637,80-90
Canada,Production Inspector,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,85727.16,85727,80-90
Canada,Production Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,138091.44,138091,80-90
Canada,Production Scheduler,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,61717.67,61718,60-70
Canada,Production Supervisor,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,80277.16,80277,80-90
Canada,Quality Control Analyst,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,103844.76,103845,80-90
Canada,Quality Control Inspector,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,79687.96,79688,70-80
Canada,Quality Control Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,118795.46,118795,80-90
Canada,Shipping Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,117027.89,117028,80-90
Canada,Supply Chain Operative,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,67904.16,67904,60-70
Canada,Technology Development Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,141037.39,141037,80-90
Canada,Testing Technician,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,58624.42,58624,50-60
Canada,Workshop Manager,Factory and Manufacturing,68.4,36,53.1,70.7,64,83.3,93975.83,93976,80-90
Canada,Clothing and Textile Technologist,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,77478.5,77478,70-80
Canada,Cosmetology Educator,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,85137.97,85138,80-90
Canada,Fabric Manager,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,90587.98,90588,80-90
Canada,Fashion Design Manager,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,132936.02,132936,80-90
Canada,Fashion Designer,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,118795.46,118795,80-90
Canada,Fashion Merchandiser,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,59434.55,59435,50-60
Canada,Fashion Model,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,79025.13,79025,70-80
Canada,Freelance Fashion Stylist,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,136029.27,136029,80-90
Canada,Garment Technologist,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,73943.36,73943,70-80
Canada,Jeweler,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,64442.67,64443,60-70
Canada,Jewelry Sales,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,57961.58,57962,50-60
Canada,Plating Manager,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,90587.98,90588,80-90
Canada,Product Development Manager,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,156503.63,156504,80-90
Canada,Supply Chain Manager,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,142436.71,142437,80-90
Canada,Trend Forecaster,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,84401.49,84401,80-90
Canada,Visual Merchandising Coordinator,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,59066.31,59066,50-60
Canada,Visual Merchandising Projects Manager,Fashion and Apparel,68.4,36,53.1,70.7,64,83.3,118279.92,118280,80-90
Canada,Aromatherapist,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,97216.37,97216,80-90
Canada,Art Therapist,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,63411.59,63412,60-70
Canada,Assistant Spa Manager,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,71660.25,71660,70-80
Canada,Beauty Advisor,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,69229.84,69230,60-70
Canada,Beauty Educator,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,86242.71,86243,80-90
Canada,Beauty Specialist,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,69524.44,69524,60-70
Canada,Beauty Supply Manager,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,118279.92,118280,80-90
Canada,Beauty Therapist,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,67167.67,67168,60-70
Canada,Cosmetologist,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,61275.77,61276,60-70
Canada,Day Spa Manager,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,122183.3,122183,80-90
Canada,Fitness and Wellness Coordinator,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,68935.25,68935,60-70
Canada,Fitness Instructor,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,51112.24,51112,50-60
Canada,Grooming Salon Manager,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,111798.83,111799,80-90
Canada,Hair Replacement Specialist,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,113198.15,113198,80-90
Canada,Health Coach,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,91692.71,91693,80-90
Canada,Health Educator,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,108926.53,108927,80-90
Canada,Massage Therapist,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,50375.76,50376,50-60
Canada,Natural Remedy Consultant,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,96111.64,96112,80-90
Canada,Occupational Therapist,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,53984.55,53985,50-60
Canada,Recreational Therapist,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,56930.5,56930,50-60
Canada,Salon Manager,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,115039.37,115039,80-90
Canada,Spa Manager,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,120636.68,120637,80-90
Canada,Spa Supervisor,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,103844.76,103845,80-90
Canada,Sport and Recreation Manager,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,129032.64,129033,80-90
Canada,Weight Loss Consultant,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,120415.73,120416,80-90
Canada,Yoga Instructor,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,79025.13,79025,70-80
Canada,Assistant Food and Beverage Director,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,118795.46,118795,80-90
Canada,Assistant Hospitality Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,120415.73,120416,80-90
Canada,Assistant Tour Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,59581.85,59582,50-60
Canada,Bakery Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,67020.38,67020,60-70
Canada,Bar Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,57961.58,57962,50-60
Canada,Beverage Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,74017.01,74017,70-80
Canada,Buffet Chef,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,53542.65,53543,50-60
Canada,Buffet Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,65768.35,65768,60-70
Canada,Cafeteria Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,52806.17,52806,50-60
Canada,Casino Shift Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,103623.81,103624,80-90
Canada,Chef,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,53321.71,53322,50-60
Canada,Chef De Cuisine,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,72102.14,72102,70-80
Canada,Club Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,108042.74,108043,80-90
Canada,Cluster Director,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,138091.44,138091,80-90
Canada,Cluster Revenue Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,102150.84,102151,80-90
Canada,Coffee Shop Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,100972.46,100972,80-90
Canada,Conference Services Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,61423.07,61423,60-70
Canada,Corporate Sous Chef,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,80277.16,80277,80-90
Canada,Corporate Travel Consultant,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,79319.72,79320,70-80
Canada,Demi Chef,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,53248.06,53248,50-60
Canada,Dietary Aide,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,55973.06,55973,50-60
Canada,Duty Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,63779.83,63780,60-70
Canada,Executive Chef,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,66946.73,66947,60-70
Canada,Executive Pastry Chef,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,50744,50744,50-60
Canada,Fine Dining Cook,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,83002.16,83002,80-90
Canada,Fine Dining Restaurant Chef,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,79025.13,79025,70-80
Canada,Fleet Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,142436.71,142437,80-90
Canada,Food and Beverage Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,103623.81,103624,80-90
Canada,Food Consultant,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,87568.38,87568,80-90
Canada,Food Safety Coordinator,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,61349.42,61349,60-70
Canada,Food Service Director,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,108926.53,108927,80-90
Canada,Food Service Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,108190.04,108190,80-90
Canada,Food Service Sales,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,66283.89,66284,60-70
Canada,Front Office Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,58771.72,58772,50-60
Canada,Guest Service Executive,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,92355.55,92356,80-90
Canada,Head Chef,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,65694.7,65695,60-70
Canada,Hospitality Director,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,172190.82,172191,80-90
Canada,Hotel Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,164825.94,164826,80-90
Canada,Hotel Sales Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,118353.57,118354,80-90
Canada,Hotel Service Supervisor,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,87568.38,87568,80-90
Canada,Kitchen Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,55604.82,55605,50-60
Canada,Line Cook,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,50449.4,50449,50-60
Canada,Motel Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,89704.2,89704,80-90
Canada,Regional Restaurant Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,122183.3,122183,80-90
Canada,Restaurant Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,109221.12,109221,80-90
Canada,Room Reservations Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,111798.83,111799,80-90
Canada,Room Service Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,98763,98763,80-90
Canada,Sous Chef,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,58624.42,58624,50-60
Canada,Special Events Coordinator,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,67020.38,67020,60-70
Canada,Supervisor of Food Services,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,75637.28,75637,70-80
Canada,Tour Consultant,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,82265.67,82266,80-90
Canada,Tour Guide,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,53910.9,53911,50-60
Canada,Tour Manager,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,69450.79,69451,60-70
Canada,Travel Agent,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,53542.65,53543,50-60
Canada,Travel Consultant,Food / Hospitality / Tourism / Catering,68.4,36,53.1,70.7,64,83.3,80792.7,80793,80-90
Canada,Activity Leader,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,54131.84,54132,50-60
Canada,Adoption Specialist,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,100972.46,100972,80-90
Canada,Assistant Programme Officer,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,54721.03,54721,50-60
Canada,Campaign Manager,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,104802.19,104802,80-90
Canada,Charities Administrator,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,63411.59,63412,60-70
Canada,Charities Fundraiser,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,70702.82,70703,70-80
Canada,Community Service Manager,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,99204.89,99205,80-90
Canada,Education Planning Specialist,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,96111.64,96112,80-90
Canada,Foundation Director,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,126896.82,126897,80-90
Canada,Foundation Program Coordinator,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,79687.96,79688,70-80
Canada,Fundraiser,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,71881.2,71881,70-80
Canada,Fundraising Director,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,128958.99,128959,80-90
Canada,Fundraising Manager,Fundraising and Non Profit,68.4,36,53.1,70.7,64,83.3,122698.84,122699,80-90
Canada,Agricultural and Food Science Technician,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,53837.25,53837,50-60
Canada,Agricultural and Food Scientist,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,126749.53,126750,80-90
Canada,Agricultural Consultant,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,120636.68,120637,80-90
Canada,Agricultural Engineer,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,75637.28,75637,70-80
Canada,Agricultural Inspector,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,74164.31,74164,70-80
Canada,Agricultural Manager,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,132936.02,132936,80-90
Canada,Agronomist,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,116070.46,116070,80-90
Canada,Animal Nutritionist,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,75637.28,75637,70-80
Canada,Commercial Horticulturist,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,56783.2,56783,50-60
Canada,Farm Manager,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,109221.12,109221,80-90
Canada,Garden Centre Manager,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,60539.29,60539,60-70
Canada,Greenhouse Manager,Gardening / Farming / Fishing,68.4,36,53.1,70.7,64,83.3,59287.26,59287,50-60
Canada,Armed Forces Officer,Government and Defence,68.4,36,53.1,70.7,64,83.3,73354.17,73354,70-80
Canada,Army Officer,Government and Defence,68.4,36,53.1,70.7,64,83.3,74164.31,74164,70-80
Canada,Cartographer,Government and Defence,68.4,36,53.1,70.7,64,83.3,62675.1,62675,60-70
Canada,Customs Officer,Government and Defence,68.4,36,53.1,70.7,64,83.3,61349.42,61349,60-70
Canada,Defense Officer,Government and Defence,68.4,36,53.1,70.7,64,83.3,102445.43,102445,80-90
