Country,JobTitle,Category,CostofLivingIndex,RentIndex,CostofLivingPlusRentIndex,GroceriesIndex,RestaurantPriceIndex,LocalPurchasingPowerIndex,SalaryRange
Costa Rica,Certified Clinical Research Coordinator,Health and Medical,53.6,16.5,36,54.2,44.1,37,50-60
Costa Rica,Medical Policy Specialist,Health and Medical,53.6,16.5,36,54.2,44.1,37,50-60
Costa Rica,Employee Benefits Administrator,Human Resources,53.6,16.5,36,54.2,44.1,37,50-60
Costa Rica,Systems Analyst,Information Technology,53.6,16.5,36,54.2,44.1,37,50-60
Costa Rica,Animal Breeder,Pet Care,53.6,16.5,36,54.2,44.1,37,50-60
Costa Rica,Chemical Process Technician,Pharmaceutical and Biotechnology,53.6,16.5,36,54.2,44.1,37,50-60
Costa Rica,Quality Control Auditor,Quality Control and Compliance,53.6,16.5,36,54.2,44.1,37,50-60
Costa Rica,Real Estate Valuer,Real Estate,53.6,16.5,36,54.2,44.1,37,50-60
Japan,Business Advisor,Business Planning,50.7,15.1,33.8,55.4,30.9,99.5,50-60
Japan,Change Control Analyst,Business Planning,50.7,15.1,33.8,55.4,30.9,99.5,50-60
Japan,Cyber Security Researcher,Information Technology,50.7,15.1,33.8,55.4,30.9,99.5,50-60
South Korea,Finance Executive,Accounting and Finance,64.4,17.1,42,83.1,32.4,90.6,50-60
South Korea,Director of Training and Development,Executive and Management,64.4,17.1,42,83.1,32.4,90.6,50-60
South Korea,Product Development Manager,Executive and Management,64.4,17.1,42,83.1,32.4,90.6,50-60
South Korea,Ambulatory Services Director,Health and Medical,64.4,17.1,42,83.1,32.4,90.6,50-60
South Korea,Marine Biologist,Science and Technical Services,64.4,17.1,42,83.1,32.4,90.6,50-60
South Korea,Statistics Lecturer,Teaching / Education,64.4,17.1,42,83.1,32.4,90.6,50-60
Brunei,Prosthetist,Health and Medical,50.5,17.4,34.8,65.6,25.6,87,50-60
Singapore,Medical Scribe,Health and Medical,81.9,71.9,77.1,75,55.3,103,50-60
Singapore,Computer Technician,Information Technology,81.9,71.9,77.1,75,55.3,103,50-60
Singapore,Juvenile Probation Officer,Law Enforcement / Security / Fire,81.9,71.9,77.1,75,55.3,103,50-60
Singapore,Product Researcher,Marketing,81.9,71.9,77.1,75,55.3,103,50-60
Singapore,Public Relations Practitioner,Public Relations,81.9,71.9,77.1,75,55.3,103,50-60
Singapore,Photographer,Publishing and Printing,81.9,71.9,77.1,75,55.3,103,50-60
Honduras,Surgeon - Plastic Reconstructive,Health and Medical,37.3,10.3,24.5,36.6,26.5,35.1,50-60
United Kingdom,Autocad Operator,Engineering,63.7,33.5,49.4,55.5,63.9,90.1,50-60
United Arab Emirates,Cash Management Officer,Accounting and Finance,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Assistant Art Director,Advertising / Graphic Design / Events,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Construction Field Engineer,Construction / Building / Installation,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,BMS Engineer,Engineering,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Controls Software Engineer,Engineering,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Estimator,Engineering,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Piping Engineer,Engineering,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Food Service Sales,Food / Hospitality / Tourism / Catering,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Compensation Analyst,Human Resources,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Graphics Web Designer,Information Technology,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Perl Developer,Information Technology,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Outbound Sales,Marketing,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Print Production Coordinator,Publishing and Printing,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Proofreader,Publishing and Printing,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Logistics Engineer,Purchasing and Inventory,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Real Estate Broker,Real Estate,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Assistant Department Manager,Sales Retail and Wholesale,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Chemistry Teacher,Teaching / Education,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Computer Science Teacher,Teaching / Education,57.8,46.9,52.6,45,50,98.7,50-60
United Arab Emirates,Cultural Studies Teacher,Teaching / Education,57.8,46.9,52.6,45,50,98.7,50-60
Thailand,Tax Director,Accounting and Finance,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Advertising and Promotions Manager,Advertising / Graphic Design / Events,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,AML Analyst,Banking,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Financial Banking Systems Manager,Banking,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Investment Banking Analyst,Banking,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Manager,Business Planning,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Environmental Economist,Environmental,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Chief Commercial Officer,Executive and Management,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Program Director,Executive and Management,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Fleet Manager,Food / Hospitality / Tourism / Catering,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Fundraising Director,Fundraising and Non Profit,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Genetic Counselor,Health and Medical,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Chief People Officer,Human Resources,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Enterprise Infrastructure Manager,Information Technology,36,12.4,24.8,41,18.4,32.9,50-60
Thailand,Supply Operations Manager,Oil / Gas / Energy / Mining,36,12.4,24.8,41,18.4,32.9,50-60
Australia,Financial Applications Specialist,Accounting and Finance,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Artist,Advertising / Graphic Design / Events,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Broadcast Engineer,Engineering,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Manufacturing Engineer,Engineering,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Safety Engineer,Engineering,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Operations Engineer,Factory and Manufacturing,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Assistant Spa Manager,Fitness / Hair / Beauty,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,ICU Registered Nurse,Health and Medical,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Utilization Review Nurse,Health and Medical,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Business Systems Analyst,Information Technology,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,TIBCO Developer,Information Technology,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Art Supervisor,Publishing and Printing,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Australia,Real Estate Appraiser,Real Estate,72.8,36.6,55.6,73.9,66.9,93.6,50-60
Iceland,Accounts Executive,Accounting and Finance,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Electrical Designer,Electrical and Electronics Trades,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Electrical Sales Engineer,Electrical and Electronics Trades,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Communications Engineer,Engineering,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Wind Energy Engineer,Engineering,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Environmental Restoration Planner,Environmental,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Charge Entry Specialist,Health and Medical,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Export Executive,Import and Export,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Computer Network Support Specialist,Information Technology,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Mining Project Engineer,Oil / Gas / Energy / Mining,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Art Supervisor,Publishing and Printing,85.7,41,64.5,86.5,88,109.1,50-60
Iceland,Scientific Photographer,Science and Technical Services,85.7,41,64.5,86.5,88,109.1,50-60
Bahrain,Accounts Receivable Financial Analyst,Accounting and Finance,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Art Manager,Advertising / Graphic Design / Events,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Construction Project Engineer,Construction / Building / Installation,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Electronic Engineer,Electrical and Electronics Trades,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Mechanical Design Engineer,Engineering,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Assistance Maintenance Manager,Factory and Manufacturing,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Deep Learning Developer,Information Technology,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Information Security Associate,Information Technology,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Software Architect,Information Technology,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Technical Trainer,Information Technology,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Web Promotions Specialist,Information Technology,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Claims Supervisor,Insurance,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Loss Control Specialist,Insurance,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Campaign Specialist,Marketing,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Director of Photography,Media / Broadcasting / Arts / Entertainment,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Mining Project Controls Consultant,Oil / Gas / Energy / Mining,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Media Planner,Publishing and Printing,53.7,22.6,39,46.4,43.4,83.6,50-60
Bahrain,Creative Writing Trainer,Teaching / Education,53.7,22.6,39,46.4,43.4,83.6,50-60
Austria,User Experience Researcher,Information Technology,66.8,23.7,46.4,64.8,59,84.4,50-60
Austria,Education Consultant,Teaching / Education,66.8,23.7,46.4,64.8,59,84.4,50-60
Belgium,Head Receptionist,Administration / Reception / Secretarial,63,21.4,43.3,56.1,67.8,90.7,50-60
Belgium,Banking Technical Analyst,Banking,63,21.4,43.3,56.1,67.8,90.7,50-60
Belgium,Dental Laboratory Technician,Health and Medical,63,21.4,43.3,56.1,67.8,90.7,50-60
Belgium,Human Resources Administration Specialist,Human Resources,63,21.4,43.3,56.1,67.8,90.7,50-60
Belgium,Occupational Health and Safety Officer,Human Resources,63,21.4,43.3,56.1,67.8,90.7,50-60
Belgium,Acrobatic Rigger,Media / Broadcasting / Arts / Entertainment,63,21.4,43.3,56.1,67.8,90.7,50-60
Belgium,Solar Photovoltaic Installer,Oil / Gas / Energy / Mining,63,21.4,43.3,56.1,67.8,90.7,50-60
Belgium,Quality Management Officer,Quality Control and Compliance,63,21.4,43.3,56.1,67.8,90.7,50-60
Belgium,Inside Sales,Sales Retail and Wholesale,63,21.4,43.3,56.1,67.8,90.7,50-60
Cyprus,Managing Director,Executive and Management,57.1,25,41.8,49.3,54,59.4,50-60
Cyprus,Dietitian,Health and Medical,57.1,25,41.8,49.3,54,59.4,50-60
Cyprus,Practice Manager,Health and Medical,57.1,25,41.8,49.3,54,59.4,50-60
Cyprus,Clinical Operations Manager,Pharmaceutical and Biotechnology,57.1,25,41.8,49.3,54,59.4,50-60
Estonia,Commercial Director,Executive and Management,53,15.5,35.2,45.2,48.8,69,50-60
Estonia,Director of Project Management,Executive and Management,53,15.5,35.2,45.2,48.8,69,50-60
Estonia,Freelance Fashion Stylist,Fashion and Apparel,53,15.5,35.2,45.2,48.8,69,50-60
Estonia,Health Compliance Manager,Health and Medical,53,15.5,35.2,45.2,48.8,69,50-60
Estonia,Patient Care Manager,Health and Medical,53,15.5,35.2,45.2,48.8,69,50-60
Estonia,Auditing Insurance Manager,Insurance,53,15.5,35.2,45.2,48.8,69,50-60
Estonia,Meteorologist,Science and Technical Services,53,15.5,35.2,45.2,48.8,69,50-60
Estonia,Professor - Geological Sciences,Teaching / Education,53,15.5,35.2,45.2,48.8,69,50-60
Estonia,Professor - Philosophy,Teaching / Education,53,15.5,35.2,45.2,48.8,69,50-60
Finland,Bank Operations Officer,Banking,65.5,20.8,44.3,61.6,63.8,97.3,50-60
Finland,Reconciliation and Investigation Specialist,Banking,65.5,20.8,44.3,61.6,63.8,97.3,50-60
Finland,Instrument Engineer,Engineering,65.5,20.8,44.3,61.6,63.8,97.3,50-60
Finland,Supervisor of Food Services,Food / Hospitality / Tourism / Catering,65.5,20.8,44.3,61.6,63.8,97.3,50-60
Finland,Accompanist,Teaching / Education,65.5,20.8,44.3,61.6,63.8,97.3,50-60
Finland,Middle School Teacher,Teaching / Education,65.5,20.8,44.3,61.6,63.8,97.3,50-60
Germany,Loan Quality Assurance Auditor,Banking,62.7,26.3,45.4,57.6,52.5,101,50-60
Germany,Corporate Partnerships Officer,Executive and Management,62.7,26.3,45.4,57.6,52.5,101,50-60
Germany,Nuclear Medicine Technolgoist,Health and Medical,62.7,26.3,45.4,57.6,52.5,101,50-60
Germany,Policy Change Supervisor,Insurance,62.7,26.3,45.4,57.6,52.5,101,50-60
Germany,Quality Assurance Supervisor,Quality Control and Compliance,62.7,26.3,45.4,57.6,52.5,101,50-60
Germany,Paraprofessional,Teaching / Education,62.7,26.3,45.4,57.6,52.5,101,50-60
Greece,COO,Executive and Management,54.2,13.6,34.9,47.9,52.9,42.1,50-60
Greece,Operations Director,Executive and Management,54.2,13.6,34.9,47.9,52.9,42.1,50-60
Greece,Insurance Manager,Insurance,54.2,13.6,34.9,47.9,52.9,42.1,50-60
Greece,Power Plant Operations Manager,Oil / Gas / Energy / Mining,54.2,13.6,34.9,47.9,52.9,42.1,50-60
Italy,Tax Analyst,Accounting and Finance,58.9,21.1,41,56.8,55,62.8,50-60
Italy,Embedded Software Developer,Information Technology,58.9,21.1,41,56.8,55,62.8,50-60
Latvia,Physician - Neurology,Health and Medical,51.4,11.7,32.6,42.6,46.2,51.9,50-60
Lithuania,Investment Broker,Accounting and Finance,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Loan Processing Manager,Banking,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Mortgage Credit Manager,Banking,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Change Control Analyst,Business Planning,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Corporate Strategy Analyst,Business Planning,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Military Personnel,Government and Defence,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Coding Practice Manager,Health and Medical,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Information Security Specialist,Information Technology,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Information Services Consultant,Information Technology,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Service Level Manager,Information Technology,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Technology Specialist,Information Technology,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Business Intelligence Team Leader,Marketing,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Mining Site Manager,Oil / Gas / Energy / Mining,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Communications Project Manager,Public Relations,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Lithuania,Education Consultant,Teaching / Education,48.4,15.8,32.9,43.6,45.1,61.8,50-60
Luxembourg,Flight Scheduler,Airlines / Aviation / Aerospace / Defense,65.3,42.4,54.4,65.1,69.4,148.9,50-60
Luxembourg,Customer Experience Specialist,Customer Service and Call Center,65.3,42.4,54.4,65.1,69.4,148.9,50-60
Luxembourg,Contract Engineer,Engineering,65.3,42.4,54.4,65.1,69.4,148.9,50-60
Luxembourg,Verification Engineer,Engineering,65.3,42.4,54.4,65.1,69.4,148.9,50-60
Luxembourg,Ski Instructor,Recreation and Sports,65.3,42.4,54.4,65.1,69.4,148.9,50-60
Malta,Instrumentation and Control Engineer,Engineering,55.1,25.3,40.9,49.9,57.5,58.3,50-60
Malta,Maintenance Engineer,Engineering,55.1,25.3,40.9,49.9,57.5,58.3,50-60
Malta,Fine Dining Cook,Food / Hospitality / Tourism / Catering,55.1,25.3,40.9,49.9,57.5,58.3,50-60
Malta,Flash Developer,Information Technology,55.1,25.3,40.9,49.9,57.5,58.3,50-60
Malta,Web Developer,Information Technology,55.1,25.3,40.9,49.9,57.5,58.3,50-60
Malta,Title Insurance Typist,Insurance,55.1,25.3,40.9,49.9,57.5,58.3,50-60
Malta,Veterinary Technician,Pet Care,55.1,25.3,40.9,49.9,57.5,58.3,50-60
Malta,Instructional Assistant,Teaching / Education,55.1,25.3,40.9,49.9,57.5,58.3,50-60
Montenegro,Director of Training and Development,Executive and Management,40.9,16.6,29.4,36.3,35.6,41.8,50-60
Montenegro,Zone Manager,Executive and Management,40.9,16.6,29.4,36.3,35.6,41.8,50-60
Montenegro,Materials Scientist,Science and Technical Services,40.9,16.6,29.4,36.3,35.6,41.8,50-60
Montenegro,Professor - Environmental Engineering,Teaching / Education,40.9,16.6,29.4,36.3,35.6,41.8,50-60
Montenegro,Professor - History,Teaching / Education,40.9,16.6,29.4,36.3,35.6,41.8,50-60
Montenegro,Statistics Lecturer,Teaching / Education,40.9,16.6,29.4,36.3,35.6,41.8,50-60
Netherlands,Branch Office Administrator,Administration / Reception / Secretarial,64.3,34.5,50.2,57.4,61,103.3,50-60
Netherlands,Bank Branch Operations Coordinator,Banking,64.3,34.5,50.2,57.4,61,103.3,50-60
Netherlands,Fraud Detection Associate,Banking,64.3,34.5,50.2,57.4,61,103.3,50-60
Netherlands,Export Sales Coordinator,Factory and Manufacturing,64.3,34.5,50.2,57.4,61,103.3,50-60
Netherlands,Animal Nutritionist,Gardening / Farming / Fishing,64.3,34.5,50.2,57.4,61,103.3,50-60
Netherlands,Clinical Laboratory Technician,Health and Medical,64.3,34.5,50.2,57.4,61,103.3,50-60
Netherlands,Vascular Technologist,Health and Medical,64.3,34.5,50.2,57.4,61,103.3,50-60
Netherlands,Front End Web Developer,Information Technology,64.3,34.5,50.2,57.4,61,103.3,50-60
Netherlands,User Experience Designer,Information Technology,64.3,34.5,50.2,57.4,61,103.3,50-60
Portugal,Business Manager,Business Planning,46.6,25.4,36.5,42.9,37.9,46.5,50-60
Portugal,Director of Production Planning,Business Planning,46.6,25.4,36.5,42.9,37.9,46.5,50-60
Portugal,Head of Direct Sales,Sales Retail and Wholesale,46.6,25.4,36.5,42.9,37.9,46.5,50-60
Portugal,Sales Administration Manager,Sales Retail and Wholesale,46.6,25.4,36.5,42.9,37.9,46.5,50-60
Portugal,Lab Manager,Science and Technical Services,46.6,25.4,36.5,42.9,37.9,46.5,50-60
Portugal,Education Director,Teaching / Education,46.6,25.4,36.5,42.9,37.9,46.5,50-60
Portugal,Professor - Education,Teaching / Education,46.6,25.4,36.5,42.9,37.9,46.5,50-60
Slovakia,Pharmaceutical Sales Manager,Pharmaceutical and Biotechnology,47.9,15.1,32.4,45.1,35.5,55.8,50-60
Slovenia,Pharmaceutical Operations Excellence Manager,Pharmaceutical and Biotechnology,49.3,17,34,46.3,41.2,68,50-60
Spain,Site Leader,Construction / Building / Installation,48.4,23.6,36.6,45.1,44,78.2,50-60
Spain,Youth Development Manager,Counseling,48.4,23.6,36.6,45.1,44,78.2,50-60
Spain,Director of Training and Development,Executive and Management,48.4,23.6,36.6,45.1,44,78.2,50-60
Spain,Ward Manager,Health and Medical,48.4,23.6,36.6,45.1,44,78.2,50-60
Spain,Export Logistics Manager,Import and Export,48.4,23.6,36.6,45.1,44,78.2,50-60
Spain,Life Sciences Analyst,Science and Technical Services,48.4,23.6,36.6,45.1,44,78.2,50-60
China,C# Developer,Information Technology,34.1,13.4,24.3,37.6,21,60.5,50-60
China,Loss Prevention Investigator,Insurance,34.1,13.4,24.3,37.6,21,60.5,50-60
China,Petroleum Engineer,Oil / Gas / Energy / Mining,34.1,13.4,24.3,37.6,21,60.5,50-60
China,Photo Research Manager,Photography,34.1,13.4,24.3,37.6,21,60.5,50-60
China,Telecommunication Technical Manager,Telecommunication,34.1,13.4,24.3,37.6,21,60.5,50-60
Armenia,Biologist,Science and Technical Services,38.6,19.5,29.5,34.1,36.2,32.1,50-60
Ecuador,Cardiology Manager,Health and Medical,33.6,8.9,21.9,34,24.8,36.4,50-60
El Salvador,Physician,Health and Medical,41.1,16.8,29.6,42.7,30.5,22.2,50-60
Fiji,Pharmaceutical Operations Excellence Manager,Pharmaceutical and Biotechnology,34.8,15.2,25.5,40,27.7,64,50-60
Cayman Islands,Content Marketing Strategist,Marketing,111.7,76,94.8,109,99.5,73.7,50-60
Cayman Islands,Photo Research Manager,Photography,111.7,76,94.8,109,99.5,73.7,50-60
France,Assistant Section Head,Executive and Management,66,22.3,45.3,68.6,57.9,83.4,50-60
France,Fabric Manager,Fashion and Apparel,66,22.3,45.3,68.6,57.9,83.4,50-60
France,Perioperative Aide,Health and Medical,66,22.3,45.3,68.6,57.9,83.4,50-60
France,Technical Trainer,Information Technology,66,22.3,45.3,68.6,57.9,83.4,50-60
France,UNIX Administrator,Information Technology,66,22.3,45.3,68.6,57.9,83.4,50-60
France,Social Media Specialist,Marketing,66,22.3,45.3,68.6,57.9,83.4,50-60
France,Education Services Facilitator,Teaching / Education,66,22.3,45.3,68.6,57.9,83.4,50-60
France,Sales Engineer,Telecommunication,66,22.3,45.3,68.6,57.9,83.4,50-60
Ireland,Financial Controller,Accounting and Finance,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Contracts Executive,Business Planning,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Equipment Engineering Manager,Engineering,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Environmental Educator,Environmental,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Project Portfolio Manager,Executive and Management,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Safety Manager,Executive and Management,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Music Therapist,Health and Medical,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Telephonic Nurse Case Manager,Health and Medical,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Data Management Specialist,Information Technology,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Risk Analyst,Insurance,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Candidate Attorney,Legal,66.5,47.3,57.4,58.9,65.9,82,50-60
Ireland,Journalist,Media / Broadcasting / Arts / Entertainment,66.5,47.3,57.4,58.9,65.9,82,50-60
Japan,Technical Project Manager,Administration / Reception / Secretarial,50.7,15.1,33.8,55.4,30.9,99.5,50-60
Japan,Food Services Director,Health and Medical,50.7,15.1,33.8,55.4,30.9,99.5,50-60
Japan,Artificial Intelligence Developer,Information Technology,50.7,15.1,33.8,55.4,30.9,99.5,50-60
Japan,Inventory Control Manager,Purchasing and Inventory,50.7,15.1,33.8,55.4,30.9,99.5,50-60
Saudi Arabia,Accounts Receivable Financial Analyst,Accounting and Finance,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Media Executive,Advertising / Graphic Design / Events,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Aviation Safety Officer,Airlines / Aviation / Aerospace / Defense,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Construction Project Coordinator,Construction / Building / Installation,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Disability Consultant,Counseling,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Solutions Manager,Executive and Management,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Manufacturing Engineering Technologist,Factory and Manufacturing,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Guest Service Executive,Food / Hospitality / Tourism / Catering,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Hotel Service Supervisor,Food / Hospitality / Tourism / Catering,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Community Relations Manager,Health and Medical,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Surgical Instrument Techncian,Health and Medical,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Enrollment Counselor,Human Resources,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Application Developer,Information Technology,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Driver Developer,Information Technology,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Oracle Developer,Information Technology,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Principal Consultant,Information Technology,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Python Developer,Information Technology,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Technical Manager,Information Technology,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,User Experience Consultant,Information Technology,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,VB.NET Developer,Information Technology,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Medical Auditor,Insurance,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Fire Inspector,Law Enforcement / Security / Fire,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Marketing Account Supervisor,Marketing,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Project Manager,Marketing,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Social Media Administrator,Marketing,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Censorship Executive,Media / Broadcasting / Arts / Entertainment,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Inspection Supervisor,Quality Control and Compliance,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Quality Assurance Administrator,Quality Control and Compliance,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Sales Planner,Sales Retail and Wholesale,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Careers Advisor,Teaching / Education,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Saudi Arabia,Telecommunication Service Management Coordinator,Telecommunication,47.4,12.2,30.7,40.8,32.9,105.1,50-60
Bahamas,Advertising Strategic Planner,Advertising / Graphic Design / Events,88.5,41.8,66.3,80.5,80.4,38,50-60
Bahamas,Bank Accounts Executive,Banking,88.5,41.8,66.3,80.5,80.4,38,50-60
Bahamas,Nuclear Medicine Technolgoist,Health and Medical,88.5,41.8,66.3,80.5,80.4,38,50-60
Bahamas,Corporate Recruiter,Human Resources,88.5,41.8,66.3,80.5,80.4,38,50-60
Bahamas,Employee Relations Analyst,Human Resources,88.5,41.8,66.3,80.5,80.4,38,50-60
Bahamas,Information Technology Quality Assurance Manager,Information Technology,88.5,41.8,66.3,80.5,80.4,38,50-60
Bahamas,User Experience Consultant,Information Technology,88.5,41.8,66.3,80.5,80.4,38,50-60
Bahamas,Fraud and Forensic Specialist,Law Enforcement / Security / Fire,88.5,41.8,66.3,80.5,80.4,38,50-60
