Country,Job Title,Category,Salary,Currency,Exchange Rate,Salary(USD),SalaryRounded(USD),Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
Australia,Retirement Plan Analyst,Accounting and Finance,107300,AUD,1.54,69611.11,69611,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Revenue Management Specialist,Accounting and Finance,111700,AUD,1.54,72465.62,72466,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Revenue Recognition Analyst,Accounting and Finance,127700,AUD,1.54,82845.66,82846,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Risk Management Director,Accounting and Finance,164100,AUD,1.54,106460.24,106460,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Risk Management Supervisor,Accounting and Finance,137100,AUD,1.54,88943.93,88944,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Tax Advisor,Accounting and Finance,95600,AUD,1.54,62020.71,62021,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Tax Analyst,Accounting and Finance,98000,AUD,1.54,63577.72,63578,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Tax Consultant,Accounting and Finance,105200,AUD,1.54,68248.73,68249,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Tax Director,Accounting and Finance,152900,AUD,1.54,99194.21,99194,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Tax Manager,Accounting and Finance,127600,AUD,1.54,82780.78,82781,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Tax Research Manager,Accounting and Finance,128400,AUD,1.54,83299.78,83300,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Treasury Analyst,Accounting and Finance,111700,AUD,1.54,72465.62,72466,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Vice President of Finance,Accounting and Finance,183900,AUD,1.54,119305.53,119306,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Accreditation Specialist,Administration / Reception / Secretarial,107700,AUD,1.54,69870.61,69871,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Business Administrator,Administration / Reception / Secretarial,79800,AUD,1.54,51770.43,51770,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Business Office Manager,Administration / Reception / Secretarial,114300,AUD,1.54,74152.38,74152,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Group Services Manager,Administration / Reception / Secretarial,127700,AUD,1.54,82845.66,82846,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Master Programme Coordinator,Administration / Reception / Secretarial,95000,AUD,1.54,61631.46,61631,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Meeting and Event Manager,Administration / Reception / Secretarial,112700,AUD,1.54,73114.37,73114,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Office Manager,Administration / Reception / Secretarial,80800,AUD,1.54,52419.18,52419,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Operations Analyst,Administration / Reception / Secretarial,99400,AUD,1.54,64485.97,64486,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Operations Manager,Administration / Reception / Secretarial,127600,AUD,1.54,82780.78,82781,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Project Administrator,Administration / Reception / Secretarial,78500,AUD,1.54,50927.05,50927,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Project Coordinator,Administration / Reception / Secretarial,102700,AUD,1.54,66626.85,66627,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Technical Program Manager,Administration / Reception / Secretarial,111700,AUD,1.54,72465.62,72466,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Technical Project Manager,Administration / Reception / Secretarial,114300,AUD,1.54,74152.38,74152,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Advertising Account Executive,Advertising / Graphic Design / Events,103600,AUD,1.54,67210.73,67211,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Advertising Account Manager,Advertising / Graphic Design / Events,112700,AUD,1.54,73114.37,73114,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Advertising and Promotions Manager,Advertising / Graphic Design / Events,148300,AUD,1.54,96209.95,96210,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Advertising Coordinator,Advertising / Graphic Design / Events,78500,AUD,1.54,50927.05,50927,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Advertising Manager,Advertising / Graphic Design / Events,142300,AUD,1.54,92317.44,92317,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Advertising Operations Manager,Advertising / Graphic Design / Events,151800,AUD,1.54,98480.58,98481,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Advertising Sales Director,Advertising / Graphic Design / Events,156200,AUD,1.54,101335.09,101335,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Advertising Strategic Planner,Advertising / Graphic Design / Events,96600,AUD,1.54,62669.46,62669,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Advertising Team Leader,Advertising / Graphic Design / Events,84800,AUD,1.54,55014.19,55014,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Art Director,Advertising / Graphic Design / Events,92100,AUD,1.54,59750.08,59750,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Art Manager,Advertising / Graphic Design / Events,94500,AUD,1.54,61307.08,61307,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Artist,Advertising / Graphic Design / Events,78700,AUD,1.54,51056.8,51057,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Broadcast Administrator,Advertising / Graphic Design / Events,93600,AUD,1.54,60723.21,60723,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Content and Media Production Lead,Advertising / Graphic Design / Events,109700,AUD,1.54,71168.12,71168,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Creative Director,Advertising / Graphic Design / Events,90900,AUD,1.54,58971.58,58972,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Digital Campaign Manager,Advertising / Graphic Design / Events,93900,AUD,1.54,60917.83,60918,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Digital Media Manager,Advertising / Graphic Design / Events,114300,AUD,1.54,74152.38,74152,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Digital Media Strategist,Advertising / Graphic Design / Events,114600,AUD,1.54,74347,74347,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Director of Events,Advertising / Graphic Design / Events,157600,AUD,1.54,102243.35,102243,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Director of Graphic Design,Advertising / Graphic Design / Events,86800,AUD,1.54,56311.69,56312,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Director of Social Media Marketing,Advertising / Graphic Design / Events,118900,AUD,1.54,77136.64,77137,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Events and Promotions Manager,Advertising / Graphic Design / Events,152700,AUD,1.54,99064.46,99064,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Events Director,Advertising / Graphic Design / Events,158700,AUD,1.54,102956.97,102957,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Exhibit Display Manager,Advertising / Graphic Design / Events,99900,AUD,1.54,64810.34,64810,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Graphics Design Supervisor,Advertising / Graphic Design / Events,83100,AUD,1.54,53911.31,53911,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Group Creative Director,Advertising / Graphic Design / Events,97300,AUD,1.54,63123.59,63124,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Media Executive,Advertising / Graphic Design / Events,97400,AUD,1.54,63188.46,63188,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Media Production Manager,Advertising / Graphic Design / Events,128400,AUD,1.54,83299.78,83300,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Media Project Manager,Advertising / Graphic Design / Events,130400,AUD,1.54,84597.29,84597,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Media Relations Representative,Advertising / Graphic Design / Events,108200,AUD,1.54,70194.99,70195,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Media Sales Executive,Advertising / Graphic Design / Events,123800,AUD,1.54,80315.52,80316,72.8,36.6,55.6,73.9,66.9,93.6
Australia,PPC Campaign Manager,Advertising / Graphic Design / Events,95500,AUD,1.54,61955.84,61956,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Print Production Manager,Advertising / Graphic Design / Events,103600,AUD,1.54,67210.73,67211,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Product and Brand Manager,Advertising / Graphic Design / Events,146900,AUD,1.54,95301.7,95302,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Sales Promotion Manager,Advertising / Graphic Design / Events,153800,AUD,1.54,99778.09,99778,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Social Media Executive,Advertising / Graphic Design / Events,118900,AUD,1.54,77136.64,77137,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Social Media Manager,Advertising / Graphic Design / Events,119700,AUD,1.54,77655.64,77656,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Social Media Marketing Manager,Advertising / Graphic Design / Events,117100,AUD,1.54,75968.88,75969,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Social Media Strategist,Advertising / Graphic Design / Events,124500,AUD,1.54,80769.65,80770,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Special Events Supervisor,Advertising / Graphic Design / Events,92100,AUD,1.54,59750.08,59750,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aeronautical Engineer,Airlines / Aviation / Aerospace / Defense,105200,AUD,1.54,68248.73,68249,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aerospace Engineer,Airlines / Aviation / Aerospace / Defense,114900,AUD,1.54,74541.63,74542,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aerospace Technician,Airlines / Aviation / Aerospace / Defense,83900,AUD,1.54,54430.31,54430,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Air Traffic Controller,Airlines / Aviation / Aerospace / Defense,98900,AUD,1.54,64161.59,64162,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aircraft Captain,Airlines / Aviation / Aerospace / Defense,156200,AUD,1.54,101335.09,101335,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aircraft Engineer,Airlines / Aviation / Aerospace / Defense,96800,AUD,1.54,62799.21,62799,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aircraft Maintenance Engineer,Airlines / Aviation / Aerospace / Defense,92300,AUD,1.54,59879.83,59880,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aircraft Maintenance Manager,Airlines / Aviation / Aerospace / Defense,152900,AUD,1.54,99194.21,99194,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aircraft Maintenance Supervisor,Airlines / Aviation / Aerospace / Defense,100700,AUD,1.54,65329.35,65329,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aircraft Pilot,Airlines / Aviation / Aerospace / Defense,152700,AUD,1.54,99064.46,99064,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aircraft Quality Assurance,Airlines / Aviation / Aerospace / Defense,128200,AUD,1.54,83170.03,83170,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Airfield Management Specialist,Airlines / Aviation / Aerospace / Defense,146900,AUD,1.54,95301.7,95302,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Airfield Operations Specialist,Airlines / Aviation / Aerospace / Defense,112700,AUD,1.54,73114.37,73114,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Airline Cabin Crew,Airlines / Aviation / Aerospace / Defense,90900,AUD,1.54,58971.58,58972,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Airline Copilot,Airlines / Aviation / Aerospace / Defense,108200,AUD,1.54,70194.99,70195,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Airline Pilot,Airlines / Aviation / Aerospace / Defense,153700,AUD,1.54,99713.21,99713,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Airlines Sales Director,Airlines / Aviation / Aerospace / Defense,193200,AUD,1.54,125338.93,125339,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Airlines Sales Manager,Airlines / Aviation / Aerospace / Defense,177200,AUD,1.54,114958.89,114959,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Airport Services Manager,Airlines / Aviation / Aerospace / Defense,201000,AUD,1.54,130399.19,130399,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Airport Services Supervisor,Airlines / Aviation / Aerospace / Defense,116400,AUD,1.54,75514.76,75515,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aviation Analyst,Airlines / Aviation / Aerospace / Defense,121800,AUD,1.54,79018.02,79018,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aviation Inspector,Airlines / Aviation / Aerospace / Defense,109700,AUD,1.54,71168.12,71168,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aviation Manager,Airlines / Aviation / Aerospace / Defense,190400,AUD,1.54,123522.42,123522,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aviation Operations Controller,Airlines / Aviation / Aerospace / Defense,105800,AUD,1.54,68637.98,68638,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aviation Resources Manager,Airlines / Aviation / Aerospace / Defense,169700,AUD,1.54,110093.25,110093,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aviation Safety Manager,Airlines / Aviation / Aerospace / Defense,177200,AUD,1.54,114958.89,114959,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Aviation Safety Officer,Airlines / Aviation / Aerospace / Defense,99100,AUD,1.54,64291.34,64291,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Cargo Executive,Airlines / Aviation / Aerospace / Defense,88600,AUD,1.54,57479.44,57479,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Chief Pilot,Airlines / Aviation / Aerospace / Defense,169700,AUD,1.54,110093.25,110093,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Fleet Controller,Airlines / Aviation / Aerospace / Defense,146700,AUD,1.54,95171.95,95172,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Flight Planner,Airlines / Aviation / Aerospace / Defense,83900,AUD,1.54,54430.31,54430,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Flight Scheduler,Airlines / Aviation / Aerospace / Defense,82200,AUD,1.54,53327.43,53327,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Flight Simulation Engineer,Airlines / Aviation / Aerospace / Defense,86300,AUD,1.54,55987.31,55987,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Helicopter Pilot,Airlines / Aviation / Aerospace / Defense,99700,AUD,1.54,64680.59,64681,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Pilot,Airlines / Aviation / Aerospace / Defense,160700,AUD,1.54,104254.48,104254,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Safety and Quality Specialist,Airlines / Aviation / Aerospace / Defense,92900,AUD,1.54,60269.08,60269,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Test Pilot,Airlines / Aviation / Aerospace / Defense,108200,AUD,1.54,70194.99,70195,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Architect,Architecture,109700,AUD,1.54,71168.12,71168,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Architectural Designer,Architecture,105800,AUD,1.54,68637.98,68638,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Architectural Manager,Architecture,169700,AUD,1.54,110093.25,110093,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Architecture Consultant,Architecture,156200,AUD,1.54,101335.09,101335,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Architecture Estimating Manager,Architecture,124500,AUD,1.54,80769.65,80770,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Assistant Architectural Manager,Architecture,151800,AUD,1.54,98480.58,98481,72.8,36.6,55.6,73.9,66.9,93.6
Australia,CAD Manager,Architecture,109700,AUD,1.54,71168.12,71168,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Design Manager,Architecture,158900,AUD,1.54,103086.72,103087,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Drafting Supervisor,Architecture,78900,AUD,1.54,51186.55,51187,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Facilities and Project Manager,Architecture,153800,AUD,1.54,99778.09,99778,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Facility Planner,Architecture,83300,AUD,1.54,54041.06,54041,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Interior Architect,Architecture,89900,AUD,1.54,58322.82,58323,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Interior Decorator,Architecture,83000,AUD,1.54,53846.43,53846,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Interior Designer,Architecture,92100,AUD,1.54,59750.08,59750,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Landscape Architect,Architecture,134100,AUD,1.54,86997.67,86998,72.8,36.6,55.6,73.9,66.9,93.6
Australia,After Sales Automotive Manager,Automotive,99100,AUD,1.54,64291.34,64291,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Auto Parts Manager,Automotive,123000,AUD,1.54,79796.52,79797,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Automotive Assembly Manager,Automotive,114600,AUD,1.54,74347,74347,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Automotive Branch Manager,Automotive,146700,AUD,1.54,95171.95,95172,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Automotive Estimating Manager,Automotive,95500,AUD,1.54,61955.84,61956,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Automotive General Manager,Automotive,172100,AUD,1.54,111650.25,111650,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Automotive Manager,Automotive,157600,AUD,1.54,102243.35,102243,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Automotive Project Manager,Automotive,118900,AUD,1.54,77136.64,77137,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Automotive Purchase Manager,Automotive,132000,AUD,1.54,85635.29,85635,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Service Manager,Automotive,107300,AUD,1.54,69611.11,69611,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Used Car Manager,Automotive,98700,AUD,1.54,64031.84,64032,72.8,36.6,55.6,73.9,66.9,93.6
Australia,AML Analyst,Banking,150100,AUD,1.54,97377.71,97378,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Assistant Bank Branch Manager,Banking,127700,AUD,1.54,82845.66,82846,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Assistant Bank Manager,Banking,169700,AUD,1.54,110093.25,110093,72.8,36.6,55.6,73.9,66.9,93.6
Australia,ATM Manager,Banking,130400,AUD,1.54,84597.29,84597,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Accounts Executive,Banking,107300,AUD,1.54,69611.11,69611,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Accounts Manager,Banking,123800,AUD,1.54,80315.52,80316,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Auditing Manager,Banking,119700,AUD,1.54,77655.64,77656,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Branch Manager,Banking,169700,AUD,1.54,110093.25,110093,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Compliance Specialist,Banking,91000,AUD,1.54,59036.45,59036,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Manager,Banking,206100,AUD,1.54,133707.83,133708,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Operational Risk Manager,Banking,204900,AUD,1.54,132929.33,132929,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Operations Head,Banking,205400,AUD,1.54,133253.7,133254,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Operations Specialist,Banking,117100,AUD,1.54,75968.88,75969,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Process Manager,Banking,107700,AUD,1.54,69870.61,69871,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Product Manager,Banking,130400,AUD,1.54,84597.29,84597,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Programme Manager,Banking,139100,AUD,1.54,90241.43,90241,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Project Manager,Banking,153700,AUD,1.54,99713.21,99713,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Propositions Manager,Banking,146900,AUD,1.54,95301.7,95302,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Quantitative Analyst,Banking,98800,AUD,1.54,64096.72,64097,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Regional Manager,Banking,195500,AUD,1.54,126831.06,126831,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Regional Risk Officer,Banking,107700,AUD,1.54,69870.61,69871,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Bank Relationship Manager,Banking,147900,AUD,1.54,95950.45,95950,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Banking Business Analyst,Banking,105200,AUD,1.54,68248.73,68249,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Banking Business Planning Executive,Banking,142300,AUD,1.54,92317.44,92317,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Banking Product Manager,Banking,132000,AUD,1.54,85635.29,85635,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Banking Reference Data Manager,Banking,109000,AUD,1.54,70713.99,70714,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Banking Risk Analyst,Banking,100700,AUD,1.54,65329.35,65329,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Budget Analyst,Banking,107300,AUD,1.54,69611.11,69611,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Capital Risk Manager,Banking,191500,AUD,1.54,124236.05,124236,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Cards Marketing Manager,Banking,130500,AUD,1.54,84662.16,84662,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Cash Management Manager,Banking,175200,AUD,1.54,113661.39,113661,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Check Processing Manager,Banking,130400,AUD,1.54,84597.29,84597,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Commercial Vault Associate,Banking,102700,AUD,1.54,66626.85,66627,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Corporate Dealer,Banking,109700,AUD,1.54,71168.12,71168,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Credit Analyst,Banking,80500,AUD,1.54,52224.55,52225,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Credit and Collections Manager,Banking,146700,AUD,1.54,95171.95,95172,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Credit Card Fraud Investigator,Banking,103600,AUD,1.54,67210.73,67211,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Credit Portfolio Manager,Banking,187500,AUD,1.54,121641.04,121641,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Credit Risk Analyst,Banking,112700,AUD,1.54,73114.37,73114,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Credit Risk Associate,Banking,109000,AUD,1.54,70713.99,70714,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Exchange Control Consultant,Banking,114600,AUD,1.54,74347,74347,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Executive Account Analyst,Banking,100300,AUD,1.54,65069.85,65070,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Financial Bank Planning Consultant,Banking,137100,AUD,1.54,88943.93,88944,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Financial Banking Analysis Manager,Banking,151800,AUD,1.54,98480.58,98481,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Financial Banking Systems Manager,Banking,142300,AUD,1.54,92317.44,92317,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Foreign Exchange Manager,Banking,153700,AUD,1.54,99713.21,99713,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Fraud Analyst,Banking,109700,AUD,1.54,71168.12,71168,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Fraud Detection Associate,Banking,78100,AUD,1.54,50667.55,50668,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Fraud Detection Manager,Banking,158900,AUD,1.54,103086.72,103087,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Fraud Detection Supervisor,Banking,87500,AUD,1.54,56765.82,56766,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Internal Bank Audit Manager,Banking,183600,AUD,1.54,119110.9,119111,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Internal Bank Auditor,Banking,98900,AUD,1.54,64161.59,64162,72.8,36.6,55.6,73.9,66.9,93.6
Australia,International Banking Manager,Banking,211200,AUD,1.54,137016.46,137016,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Investment Banking Analyst,Banking,142300,AUD,1.54,92317.44,92317,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Analyst,Banking,103600,AUD,1.54,67210.73,67211,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Area Manager,Banking,125400,AUD,1.54,81353.53,81354,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Audit Team Leader,Banking,114300,AUD,1.54,74152.38,74152,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Branch Manager,Banking,114300,AUD,1.54,74152.38,74152,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Collection and Recovery Manager,Banking,117100,AUD,1.54,75968.88,75969,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Collection Manager,Banking,130500,AUD,1.54,84662.16,84662,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Processing Manager,Banking,108200,AUD,1.54,70194.99,70195,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Quality Assurance Auditor,Banking,107300,AUD,1.54,69611.11,69611,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Quality Assurance Manager,Banking,119700,AUD,1.54,77655.64,77656,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Quality Assurance Representative,Banking,80000,AUD,1.54,51900.18,51900,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Review Manager,Banking,112700,AUD,1.54,73114.37,73114,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loan Team Leader,Banking,100700,AUD,1.54,65329.35,65329,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Loans Manager,Banking,140700,AUD,1.54,91279.43,91279,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Mortgage Collection Manager,Banking,121800,AUD,1.54,79018.02,79018,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Mortgage Credit Manager,Banking,118900,AUD,1.54,77136.64,77137,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Mortgage Development Manager,Banking,123800,AUD,1.54,80315.52,80316,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Mortgage Funding Manager,Banking,128400,AUD,1.54,83299.78,83300,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Mortgage Operations Manager,Banking,187500,AUD,1.54,121641.04,121641,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Mortgage Processing Manager,Banking,115600,AUD,1.54,74995.75,74996,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Mortgage Quality Assurance Auditor,Banking,98000,AUD,1.54,63577.72,63578,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Mortgage Quality Assurance Manager,Banking,114900,AUD,1.54,74541.63,74542,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Mortgage Servicing Manager,Banking,115600,AUD,1.54,74995.75,74996,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Online Banking Manager,Banking,184700,AUD,1.54,119824.53,119825,72.8,36.6,55.6,73.9,66.9,93.6
Australia,Private Banker,Banking,79600,AUD,1.54,51640.68,51641,72.8,36.6,55.6,73.9,66.9,93.6
